NC,NN,MC,MN,V,D1C,D1N,D2C,D2N,D3C,D3N
Nível Territorial (Código),Nível Territorial,Unidade de Medida (Código),Unidade de Medida,Valor,Brasil (Código),Brasil,Variável (Código),Variável,Mês (Código),Mês
1,Brasil,2,%,141.61,1,Brasil,2263,IPCA - Variação acumulada em 3 meses,199310,outubro 1993
1,Brasil,2,%,146.33,1,Brasil,2263,IPCA - Variação acumulada em 3 meses,199311,novembro 1993
1,Brasil,2,%,148.42,1,Brasil,2263,IPCA - Variação acumulada em 3 meses,199312,dezembro 1993
1,Brasil,2,%,162.13,1,Brasil,2263,IPCA - Variação acumulada em 3 meses,199401,janeiro 1994
1,Brasil,2,%,171.24,1,Brasil,2263,IPCA - Variação acumulada em 3 meses,199402,fevereiro 1994
1,Brasil,2,%,182.96,1,Brasil,2263,IPCA - Variação acumulada em 3 meses,199403,março 1994
1,Brasil,2,%,185.71,1,Brasil,2263,IPCA - Variação acumulada em 3 meses,199404,abril 1994
1,Brasil,2,%,193.36,1,Brasil,2263,IPCA - Variação acumulada em 3 meses,199405,maio 1994
1,Brasil,2,%,202.97,1,Brasil,2263,IPCA - Variação acumulada em 3 meses,199406,junho 1994
1,Brasil,2,%,126.87,1,Brasil,2263,IPCA - Variação acumulada em 3 meses,199407,julho 1994
1,Brasil,2,%,60.44,1,Brasil,2263,IPCA - Variação acumulada em 3 meses,199408,agosto 1994
1,Brasil,2,%,10.49,1,Brasil,2263,IPCA - Variação acumulada em 3 meses,199409,setembro 1994
1,Brasil,2,%,6.13,1,Brasil,2263,IPCA - Variação acumulada em 3 meses,199410,outubro 1994
1,Brasil,2,%,7.12,1,Brasil,2263,IPCA - Variação acumulada em 3 meses,199411,novembro 1994
1,Brasil,2,%,7.31,1,Brasil,2263,IPCA - Variação acumulada em 3 meses,199412,dezembro 1994
1,Brasil,2,%,6.35,1,Brasil,2263,IPCA - Variação acumulada em 3 meses,199501,janeiro 1995
1,Brasil,2,%,4.49,1,Brasil,2263,IPCA - Variação acumulada em 3 meses,199502,fevereiro 1995
1,Brasil,2,%,4.33,1,Brasil,2263,IPCA - Variação acumulada em 3 meses,199503,março 1995
1,Brasil,2,%,5.08,1,Brasil,2263,IPCA - Variação acumulada em 3 meses,199504,abril 1995
1,Brasil,2,%,6.80,1,Brasil,2263,IPCA - Variação acumulada em 3 meses,199505,maio 1995
1,Brasil,2,%,7.54,1,Brasil,2263,IPCA - Variação acumulada em 3 meses,199506,junho 1995
1,Brasil,2,%,7.47,1,Brasil,2263,IPCA - Variação acumulada em 3 meses,199507,julho 1995
1,Brasil,2,%,5.71,1,Brasil,2263,IPCA - Variação acumulada em 3 meses,199508,agosto 1995
1,Brasil,2,%,4.40,1,Brasil,2263,IPCA - Variação acumulada em 3 meses,199509,setembro 1995
1,Brasil,2,%,3.43,1,Brasil,2263,IPCA - Variação acumulada em 3 meses,199510,outubro 1995
1,Brasil,2,%,3.92,1,Brasil,2263,IPCA - Variação acumulada em 3 meses,199511,novembro 1995
1,Brasil,2,%,4.51,1,Brasil,2263,IPCA - Variação acumulada em 3 meses,199512,dezembro 1995
1,Brasil,2,%,4.43,1,Brasil,2263,IPCA - Variação acumulada em 3 meses,199601,janeiro 1996
1,Brasil,2,%,3.98,1,Brasil,2263,IPCA - Variação acumulada em 3 meses,199602,fevereiro 1996
1,Brasil,2,%,2.74,1,Brasil,2263,IPCA - Variação acumulada em 3 meses,199603,março 1996
1,Brasil,2,%,2.66,1,Brasil,2263,IPCA - Variação acumulada em 3 meses,199604,abril 1996
1,Brasil,2,%,2.85,1,Brasil,2263,IPCA - Variação acumulada em 3 meses,199605,maio 1996
1,Brasil,2,%,3.71,1,Brasil,2263,IPCA - Variação acumulada em 3 meses,199606,junho 1996
1,Brasil,2,%,3.56,1,Brasil,2263,IPCA - Variação acumulada em 3 meses,199607,julho 1996
1,Brasil,2,%,2.76,1,Brasil,2263,IPCA - Variação acumulada em 3 meses,199608,agosto 1996
1,Brasil,2,%,1.71,1,Brasil,2263,IPCA - Variação acumulada em 3 meses,199609,setembro 1996
1,Brasil,2,%,0.89,1,Brasil,2263,IPCA - Variação acumulada em 3 meses,199610,outubro 1996
1,Brasil,2,%,0.77,1,Brasil,2263,IPCA - Variação acumulada em 3 meses,199611,novembro 1996
1,Brasil,2,%,1.09,1,Brasil,2263,IPCA - Variação acumulada em 3 meses,199612,dezembro 1996
1,Brasil,2,%,1.98,1,Brasil,2263,IPCA - Variação acumulada em 3 meses,199701,janeiro 1997
1,Brasil,2,%,2.16,1,Brasil,2263,IPCA - Variação acumulada em 3 meses,199702,fevereiro 1997
1,Brasil,2,%,2.21,1,Brasil,2263,IPCA - Variação acumulada em 3 meses,199703,março 1997
1,Brasil,2,%,1.90,1,Brasil,2263,IPCA - Variação acumulada em 3 meses,199704,abril 1997
1,Brasil,2,%,1.81,1,Brasil,2263,IPCA - Variação acumulada em 3 meses,199705,maio 1997
1,Brasil,2,%,1.84,1,Brasil,2263,IPCA - Variação acumulada em 3 meses,199706,junho 1997
1,Brasil,2,%,1.17,1,Brasil,2263,IPCA - Variação acumulada em 3 meses,199707,julho 1997
1,Brasil,2,%,0.74,1,Brasil,2263,IPCA - Variação acumulada em 3 meses,199708,agosto 1997
1,Brasil,2,%,0.26,1,Brasil,2263,IPCA - Variação acumulada em 3 meses,199709,setembro 1997
1,Brasil,2,%,0.27,1,Brasil,2263,IPCA - Variação acumulada em 3 meses,199710,outubro 1997
1,Brasil,2,%,0.46,1,Brasil,2263,IPCA - Variação acumulada em 3 meses,199711,novembro 1997
1,Brasil,2,%,0.83,1,Brasil,2263,IPCA - Variação acumulada em 3 meses,199712,dezembro 1997
1,Brasil,2,%,1.31,1,Brasil,2263,IPCA - Variação acumulada em 3 meses,199801,janeiro 1998
1,Brasil,2,%,1.61,1,Brasil,2263,IPCA - Variação acumulada em 3 meses,199802,fevereiro 1998
1,Brasil,2,%,1.52,1,Brasil,2263,IPCA - Variação acumulada em 3 meses,199803,março 1998
1,Brasil,2,%,1.04,1,Brasil,2263,IPCA - Variação acumulada em 3 meses,199804,abril 1998
1,Brasil,2,%,1.08,1,Brasil,2263,IPCA - Variação acumulada em 3 meses,199805,maio 1998
1,Brasil,2,%,0.76,1,Brasil,2263,IPCA - Variação acumulada em 3 meses,199806,junho 1998
1,Brasil,2,%,0.40,1,Brasil,2263,IPCA - Variação acumulada em 3 meses,199807,julho 1998
1,Brasil,2,%,-0.61,1,Brasil,2263,IPCA - Variação acumulada em 3 meses,199808,agosto 1998
1,Brasil,2,%,-0.85,1,Brasil,2263,IPCA - Variação acumulada em 3 meses,199809,setembro 1998
1,Brasil,2,%,-0.71,1,Brasil,2263,IPCA - Variação acumulada em 3 meses,199810,outubro 1998
1,Brasil,2,%,-0.32,1,Brasil,2263,IPCA - Variação acumulada em 3 meses,199811,novembro 1998
1,Brasil,2,%,0.23,1,Brasil,2263,IPCA - Variação acumulada em 3 meses,199812,dezembro 1998
1,Brasil,2,%,0.91,1,Brasil,2263,IPCA - Variação acumulada em 3 meses,199901,janeiro 1999
1,Brasil,2,%,2.09,1,Brasil,2263,IPCA - Variação acumulada em 3 meses,199902,fevereiro 1999
1,Brasil,2,%,2.88,1,Brasil,2263,IPCA - Variação acumulada em 3 meses,199903,março 1999
1,Brasil,2,%,2.73,1,Brasil,2263,IPCA - Variação acumulada em 3 meses,199904,abril 1999
1,Brasil,2,%,1.97,1,Brasil,2263,IPCA - Variação acumulada em 3 meses,199905,maio 1999
1,Brasil,2,%,1.05,1,Brasil,2263,IPCA - Variação acumulada em 3 meses,199906,junho 1999
1,Brasil,2,%,1.59,1,Brasil,2263,IPCA - Variação acumulada em 3 meses,199907,julho 1999
1,Brasil,2,%,1.85,1,Brasil,2263,IPCA - Variação acumulada em 3 meses,199908,agosto 1999
1,Brasil,2,%,1.97,1,Brasil,2263,IPCA - Variação acumulada em 3 meses,199909,setembro 1999
1,Brasil,2,%,2.07,1,Brasil,2263,IPCA - Variação acumulada em 3 meses,199910,outubro 1999
1,Brasil,2,%,2.47,1,Brasil,2263,IPCA - Variação acumulada em 3 meses,199911,novembro 1999
1,Brasil,2,%,2.76,1,Brasil,2263,IPCA - Variação acumulada em 3 meses,199912,dezembro 1999
1,Brasil,2,%,2.19,1,Brasil,2263,IPCA - Variação acumulada em 3 meses,200001,janeiro 2000
1,Brasil,2,%,1.36,1,Brasil,2263,IPCA - Variação acumulada em 3 meses,200002,fevereiro 2000
1,Brasil,2,%,0.97,1,Brasil,2263,IPCA - Variação acumulada em 3 meses,200003,março 2000
1,Brasil,2,%,0.77,1,Brasil,2263,IPCA - Variação acumulada em 3 meses,200004,abril 2000
1,Brasil,2,%,0.65,1,Brasil,2263,IPCA - Variação acumulada em 3 meses,200005,maio 2000
1,Brasil,2,%,0.66,1,Brasil,2263,IPCA - Variação acumulada em 3 meses,200006,junho 2000
